,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U
,ø,ø,ø,ø,destas,ø,ø,ø,10,traduction,Non, Non,,0,0,0,0,1,0,0,0
,se,se,se,se,se,se,ø,ø,10,traduction,Non, Non,,1,1,1,1,1,1,0,0
,todos,ø,todos,todos,ø,todos,todos,ø,10,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,commo,ø,ø,ø,ø,ø,ø,10,traduction,Non, Non,,0,2,0,0,0,0,0,0
,se,se,ø,se,se,se,se,ø,10,traduction,Non, Non,,1,1,0,1,1,1,1,0
,toda,toda,toda,toda,ø,cada,toda,ø,10,traduction,Non, Non,,3,3,3,3,0,2,3,0
,la,la,la,la,la,ø,la,ø,10,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,ø,et,ø,ø,10,traduction,Non, Non,,0,0,0,0,0,2,0,0
,que,que,que,que,que,ø,que,ø,10,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,en,en,en,en,en,en,ø,10,traduction,Non, Non,,0,1,1,1,1,1,1,0
,lidiadores,lidiadores,lidiadores,lidiadores,ø,lidiadores,lidiadores,ø,10,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,10,traduction,Non, Non,,0,1,1,1,1,1,1,0
,que,ø,que,que,que,que,ø,ø,10,traduction,Non, Non,,1,0,1,1,1,1,0,0
,todas,todas,todas,todas,ø,todas,todas,ø,10,traduction,Non, Non,,2,2,2,2,0,2,2,0
,el,el,el,el,ø,ø,el,ø,10,traduction,Non, Non,,2,2,2,2,0,0,2,0
,que,ø,ø,ø,ø,ø,ø,ø,10,traduction,Non, Non,,2,0,0,0,0,0,0,0
,ø,e,ø,ø,e,ø,ø,ø,10,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,todos,ø,ø,todos,todos,ø,ø,10,traduction,Non, Non,,0,1,0,0,1,1,0,0
,todos,ø,todos,todos,ø,ø,todos,ø,10,traduction,Non, Non,,2,0,2,2,0,0,2,0
,todos,ø,todos,todos,ø,todos,todos,ø,10,traduction,Non, Non,,2,0,2,2,0,2,2,0
,todas,ø,todas,todas,ø,todas,todas,ø,10,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,a,ø,ø,ø,10,traduction,Non, Non,,0,0,0,0,1,0,0,0
,de,de,ø,de,de,de,de,ø,10,glose,Non, Non,,1,1,0,1,1,1,1,0
,la,ø,la,la,ø,ø,la,ø,10,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,Et,ø,ø,Et,ø,ø,ø,10,glose,Non, Non,,0,1,0,0,1,0,0,0
,a,el,a,a,ø,ø,a,ø,10,glose,Non, Non,,3,1,3,3,0,0,3,0
,de,de,ø,de,de,ø,de,ø,10,glose,Non, Non,,1,1,0,1,1,0,1,0
,o,e,o,o,ø,ø,o,ø,10,glose,Non, Non,,3,1,3,3,0,0,3,0
,ø,ø,ø,ø,ø,toda,ø,ø,10,glose,Non, Non,,0,0,0,0,0,2,0,0
,verdes,verdes,verdes,verdes,verdes,ø,verdes,ø,10,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,a,a,a,a,a,a,ø,10,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,ø,e,ø,ø,ø,10,glose,Non, Non,,0,0,0,0,1,0,0,0
,a,ø,ø,a,ø,a,a,ø,10,glose,Non, Non,,2,0,0,2,0,2,2,0
,que,que,ø,que,que,que,ø,ø,10,glose,Non, Non,,1,1,0,1,1,1,0,0
,vino,ø,vino,vino,ø,ø,vino,ø,10,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,de,ø,ø,ø,ø,ø,ø,10,glose,Non, Non,,0,2,0,0,0,0,0,0
,que,que,que,ø,ø,que,que,ø,10,glose,Non, Non,,2,2,2,0,0,2,2,0
,que,que,que,que,ø,que,ø,ø,10,glose,Non, Non,,2,2,2,2,0,2,0,0
,ø,ø,ø,ø,a,ø,ø,ø,10,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,en,en,en,en,en,en,ø,10,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,ø,e,ø,ø,ø,10,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,por,ø,ø,ø,ø,ø,10,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,ø,ø,ø,que,ø,10,glose,Non, Non,,0,0,0,0,0,0,2,0
,de,de,de,ø,de,de,de,ø,10,glose,Non, Non,,1,1,1,0,1,1,1,0
,que,que,que,que,ø,que,que,ø,10,glose,Non, Non,,2,2,2,2,0,2,2,0
,escapar,escapar,escapar,escapar,ø,escapar,escapar,ø,10,glose,Non, Non,,2,2,2,2,0,2,2,0
,muerte,muerte,muerte,muerte,pena,muerte,muerte,ø,10,glose,Non, Non,,2,2,2,2,1,2,2,0
,pena,pena,pena,pena,muerte,pena,pena,ø,10,glose,Non, Non,,2,2,2,2,1,2,2,0
,ø,con,ø,ø,e,et,ø,ø,10,glose,Non, Non,,0,4,0,0,1,3,0,0
,e,ø,e,e,e,e,e,ø,10,glose,Non, Non,,1,0,1,1,1,1,1,0
,muy,muy,ø,muy,muy,ø,muy,ø,10,glose,Non, Non,,1,1,0,1,1,0,1,0
,muy,muy,ø,muy,muy,muy,muy,ø,10,glose,Non, Non,,1,1,0,1,1,1,1,0
,al,capítulo,al,ø,capítulo,capítulo,al,ø,10,glose,Non, Non,,2,1,2,0,1,1,2,0
,ø,ø,en,ø,ø,ø,ø,ø,10,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,ø,ø,Rroma,ø,ø,10,glose,Non, Non,,0,0,0,0,0,2,0,0
,los,los,los,los,los,los,ø,ø,10,glose,Non, Non,,1,1,1,1,1,1,0,0
,luego,luego,luego,ø,luego,luego,luego,ø,10,glose,Non, Non,,1,1,1,0,1,1,1,0
,o,o,o,o,ø,o,o,ø,10,glose,Non, Non,,2,2,2,2,0,2,2,0
,su,su,su,su,su,ø,su,ø,10,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,la,la,ø,la,la,ø,ø,11,,Non, Non,,0,1,1,0,1,1,0,0
,ø,su,ø,ø,ø,su,ø,ø,11,,Non, Non,,0,2,0,0,0,2,0,0
,ø,ø,ø,ø,deven,ø,ø,ø,11,traduction,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,que,que,ø,ø,11,traduction,Non, Non,,1,1,1,1,1,1,0,0
,aun,aun,aún,aún,ø,aun,avn,ø,11,traduction,Non, Non,,3,3,3,3,0,3,1,0
,ø,ø,ø,ø,ø,ø,se,ø,11,traduction,Non, Non,,0,0,0,0,0,0,2,0
,ø,por,ø,ø,por,ø,ø,ø,11,traduction,Non, Non,,0,1,0,0,1,0,0,0
,e,e,ø,e,e,e,e,ø,11,traduction,Non, Non,,1,1,0,1,1,1,1,0
,lo,ø,lo,ø,lo,ø,lo,ø,11,traduction,Non, Non,,1,0,1,0,1,0,1,0
,ø,en,ø,ø,en,ø,ø,ø,11,traduction,Non, Non,,0,1,0,0,1,0,0,0
,se,se,se,ø,se,ø,se,ø,11,traduction,Non, Non,,1,1,1,0,1,0,1,0
,todos,ø,todos,ø,ø,ø,todos,ø,11,traduction,Non, Non,,2,0,2,0,0,0,2,0
,porque,porque,ø,porque,porque,porque,porque,ø,11,traduction,Non, Non,,1,1,0,1,1,1,1,0
,por,por,por,ø,ø,por,por,ø,11,traduction,Non, Non,,2,2,2,0,0,2,2,0
,los,los,los,les,los,ø,los,ø,11,traduction,Non, Non,,3,3,3,1,3,0,3,0
,ø,ø,ø,ø,deve,ø,ø,ø,11,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,omnes,ø,ø,omnes,ø,ø,ø,11,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,de,ø,de,ø,ø,11,traduction,Non, Non,,0,0,0,2,0,2,0,0
,que,que,que,que,ø,ø,que,ø,11,traduction,Non, Non,,2,2,2,2,0,0,2,0
,sea,sea,sea,ø,sea,ha,sea,ø,11,traduction,Non, Non,,2,2,2,0,2,3,2,0
,ø,ø,ø,ø,ø,cautela,ø,ø,11,traduction,Non, Non,,0,0,0,0,0,2,0,0
,que,que,que,que,ø,ø,que,ø,11,traduction,Non, Non,,2,2,2,2,0,0,2,0
,ø,los,los,los,los,los,los,ø,11,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,ø,de,ø,ø,ø,11,traduction,Non, Non,,0,0,0,0,1,0,0,0
,auer,de,aver,aver,ø,aver,auer,ø,11,traduction,Non, Non,,2,1,2,2,0,2,2,0
,ø,ø,ø,ø,ø,cautela,ø,ø,11,traduction,Non, Non,,0,0,0,0,0,2,0,0
,a,ø,ø,ø,ø,ø,ø,ø,11,traduction,Non, Non,,2,0,0,0,0,0,0,0
,por,por,para,ø,por,ø,ø,ø,11,traduction,Non, Non,,1,1,2,0,1,0,0,0
,ø,les,les,les,les,les,les,ø,11,traduction,Non, Non,,0,1,1,1,1,1,1,0
,sienpre,ø,sienpre,sienpre,ø,sienpre,sienpre,ø,11,traduction,Non, Non,,2,0,2,2,0,2,2,0
,que,que,ø,que,ø,que,que,ø,11,traduction,Non, Non,,2,2,0,2,0,2,2,0
,viere,ø,viere,viere,ø,viere,viere,ø,11,traduction,Non, Non,,2,0,2,2,0,2,2,0
,sesto,ø,vi°,vi°,vi°,sesto,sexto,ø,11,glose,Non, Non,,3,0,3,3,3,3,2,0
,al,ø,al,ø,ø,ø,al,ø,11,glose,Non, Non,,2,0,2,0,0,0,2,0
,o,e,o,ø,e,o,o,ø,11,glose,Non, Non,,3,1,3,0,1,3,3,0
,ø,las,ø,ø,las,ø,ø,ø,11,glose,Non, Non,,0,1,0,0,1,0,0,0
,de,ø,de,ø,de,ø,de,ø,11,glose,Non, Non,,1,0,1,0,1,0,1,0
,ø,ø,ninguno,ø,ø,ø,ø,ø,11,glose,Non, Non,,0,0,2,0,0,0,0,0
,es,ø,es,es,ø,ø,es,ø,11,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,ø,ø,ø,ø,de,ø,ø,11,glose,Non, Non,,0,0,0,0,0,2,0,0
,a,ø,a,ø,ø,a,a,ø,11,glose,Non, Non,,2,0,2,0,0,2,2,0
,de,de,de,de,ø,de,de,ø,11,glose,Non, Non,,2,2,2,2,0,2,2,0
,por,por,por,por,ø,por,por,ø,11,glose,Non, Non,,2,2,2,2,0,2,2,0
,de,de,de,de,de,de,ø,ø,11,glose,Non, Non,,1,1,1,1,1,1,0,0
,la,la,la,la,la,ø,la,ø,11,glose,Non, Non,,1,1,1,1,1,0,1,0
,non,non,non,non,non,ø,non,ø,11,glose,Non, Non,,1,1,1,1,1,0,1,0
,por,por,por,ø,por,ø,por,ø,11,glose,Non, Non,,1,1,1,0,1,0,1,0
,a,a,a,ø,a,a,a,ø,11,glose,Non, Non,,1,1,1,0,1,1,1,0
,ø,e,ø,e,e,e,ø,ø,11,glose,Non, Non,,0,1,0,1,1,1,0,0
,e,ø,e,ø,ø,ø,e,ø,11,glose,Non, Non,,2,0,2,0,0,0,2,0
,ø,a,ø,a,a,a,ø,ø,11,glose,Non, Non,,0,1,0,1,1,1,0,0
,el,el,el,el,ø,ø,el,ø,11,glose,Non, Non,,2,2,2,2,0,0,2,0
,e,ø,e,e,e,e,e,ø,11,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,do,ø,ø,ø,ø,ø,11,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,en,ø,en,ø,ø,11,glose,Non, Non,,0,0,0,2,0,2,0,0
,ø,es,es,es,es,es,es,ø,11,glose,Non, Non,,0,1,1,1,1,1,1,0
,e,e,e,e,e,ø,e,ø,11,glose,Non, Non,,1,1,1,1,1,0,1,0
,de,ø,de,de,ø,de,de,ø,11,glose,Non, Non,,2,0,2,2,0,2,2,0
,a,a,a,a,ø,a,a,ø,11,glose,Non, Non,,2,2,2,2,0,2,2,0
,por,por,ø,por,por,por,por,ø,11,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,para,ø,ø,para,ø,ø,ø,11,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,a,a,a,a,a,a,ø,11,glose,Non, Non,,0,1,1,1,1,1,1,0
,asin,ø,ø,a,ø,asyn,a,ø,11,glose,Non, Non,,3,0,0,1,0,4,1,0
,para,para,para,para,ø,para,para,ø,11,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,que,ø,ø,ø,ø,ø,ø,11,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,ø,e,ø,ø,11,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,todos,todos,todos,que,ø,ø,11,glose,Non, Non,,0,0,3,3,3,1,0,0
,los,los,ø,ø,ø,los,los,ø,11,glose,Non, Non,,2,2,0,0,0,2,2,0
,ø,ø,ø,ø,de,ø,ø,ø,11,glose,Non, Non,,0,0,0,0,1,0,0,0
,al,capítulo,al,ø,capítulo,ø,al,ø,11,glose,Non, Non,,2,3,2,0,3,0,2,0
,ninguno,ø,ninguno,ninguno,ø,ninguno,ninguno,ø,11,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,ninguno,ø,ninguno,ninguno,ninguno,ø,ø,11,glose,Non, Non,,0,1,0,1,1,1,0,0
,lo,le,ø,le,lo,le,lo,ø,11,glose,Non, Non,,2,3,0,3,2,3,2,0
,de,de,ø,de,ø,que,de,ø,11,glose,Non, Non,,1,1,0,1,0,2,1,0
,ø,los,ø,ø,ø,ø,ø,ø,11,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,e,ø,ø,ø,ø,ø,11,glose,Non, Non,,0,0,2,0,0,0,0,0
,do,do,do,do,do,do,ø,ø,12,,Non, Non,,1,1,1,1,1,1,0,0
,en,ø,ø,ø,ø,ø,do,ø,12,,Non, Non,,3,0,0,0,0,0,2,0
,son,son,son,ø,son,guardar,son,ø,12,,Non, Non,,3,3,3,0,3,1,3,0
,ø,ø,ø,ø,de,e,ø,ø,12,,Non, Non,,0,0,0,0,3,2,0,0
,ø,ø,ø,ẏ,ø,ø,ø,ø,12,traduction,Non, Non,,0,0,0,2,0,0,0,0
,la,ø,la,la,ø,la,la,ø,12,traduction,Non, Non,,2,0,2,2,0,2,2,0
,e,e,ø,e,e,e,e,ø,12,traduction,Non, Non,,1,1,0,1,1,1,1,0
,muy,ø,ø,muy,muy,muy,muy,ø,12,traduction,Non, Non,,1,0,0,1,1,1,1,0
,bien,ø,bien,ø,ø,bien,bien,ø,12,traduction,Non, Non,,2,0,2,0,0,2,2,0
,ø,ø,ø,ø,ø,la,la,ø,12,traduction,Non, Non,,0,0,0,0,0,2,2,0
,ø,sean,ø,ø,sean,ø,ø,ø,12,traduction,Non, Non,,0,1,0,0,1,0,0,0
,sean,ø,sean,sean,ø,sean,sean,ø,12,traduction,Non, Non,,2,0,2,2,0,2,2,0
,los,los,los,los,los,ø,los,ø,12,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,a,ø,ø,a,a,ø,ø,12,traduction,Non, Non,,0,1,0,0,1,1,0,0
,ø,ø,ø,,ø,las,ø,ø,12,traduction,Non, Non,,0,0,0,2,0,1,0,0
,de,de,ø,de,ø,de,de,ø,12,traduction,Non, Non,,2,2,0,2,0,2,2,0
,ø,Et,Et,ø,ø,Et,ø,ø,12,traduction,Non, Non,,0,2,2,0,0,2,0,0
,que,que,ø,que,que,que,que,ø,12,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,la,ø,la,la,la,ø,ø,12,traduction,Non, Non,,0,1,0,1,1,1,0,0
,tan,tan,tan,tan,ø,tan,tan,ø,12,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,por,ø,ø,por,ø,ø,ø,12,traduction,Non, Non,,0,1,0,0,1,0,0,0
,la,ø,la,la,ø,la,la,ø,12,traduction,Non, Non,,2,0,2,2,0,2,2,0
,e,e,e,e,e,ø,e,ø,12,traduction,Non, Non,,1,1,1,1,1,0,1,0
,los,ø,los,los,ø,los,los,ø,12,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,e,ø,ø,e,ø,ø,ø,12,traduction,Non, Non,,0,1,0,0,1,0,0,0
,la,ø,la,la,ø,la,la,ø,12,traduction,Non, Non,,2,0,2,2,0,2,2,0
,por,por,por,por,por,por,ø,ø,12,traduction,Non, Non,,1,1,1,1,1,1,0,0
,ø,ø,ø,ø,ø,mejor,ø,ø,12,traduction,Non, Non,,0,0,0,0,0,2,0,0
,Mas,Mas,Mas,Mas,ø,ø,Mas,ø,12,traduction,Non, Non,,2,2,2,2,0,0,2,0
,ø,los,los,los,ø,los,los,ø,12,traduction,Non, Non,,0,2,2,2,0,2,2,0
,los,los,los,ø,los,ø,los,ø,12,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,ø,ø,ø,ø,u,ø,12,traduction,Non, Non,,0,0,0,0,0,0,2,0
,que,ø,que,que,que,ø,que,ø,12,traduction,Non, Non,,1,0,1,1,1,0,1,0
,los,los,los,ø,los,los,los,ø,12,traduction,Non, Non,,1,1,1,0,1,1,1,0
,en,en,en,en,en,en,ø,ø,12,traduction,Non, Non,,1,1,1,1,1,1,0,0
,ø,e,ø,ø,e,ø,ø,ø,12,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,ø,el,ø,ø,12,traduction,Non, Non,,0,0,0,0,0,2,0,0
,la,ø,la,la,ø,la,la,ø,12,traduction,Non, Non,,2,0,2,2,0,2,2,0
,si,syn,sí,si,sin,ø,asi,ø,12,traduction,Non, Non,,1,2,3,1,2,0,3,0
,ø,ø,ø,ø,ø,la,ø,ø,12,traduction,Non, Non,,0,0,0,0,0,2,0,0
,deuen,ø,ø,ø,ø,ø,ø,ø,12,traduction,Non, Non,,2,0,0,0,0,0,0,0
,la,ø,la,la,la,la,la,ø,12,traduction,Non, Non,,1,0,1,1,1,1,1,0
,suma,ø,suma,suma,ø,suma,ø,ø,12,traduction,Non, Non,,2,0,2,2,0,2,0,0
,ø,ý,ø,ø,ý,ø,ø,ø,12,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,más,ø,ø,ø,ø,ø,ø,12,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,a,ø,ø,ø,a,a,ø,12,traduction,Non, Non,,0,2,0,0,0,2,2,0
,la,ø,la,la,ø,la,la,ø,12,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,se,ø,ø,se,ø,ø,ø,12,glose,Non, Non,,0,1,0,0,1,0,0,0
,de,ø,de,de,ø,de,de,ø,12,glose,Non, Non,,2,0,2,2,0,2,2,0
,de,de,de,de,de,ø,de,ø,12,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,de,ø,ø,de,de,ø,ø,12,glose,Non, Non,,0,1,0,0,1,1,0,0
,ø,de,ø,ø,de,ø,ø,ø,12,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,Et,ø,ø,Et,ø,ø,ø,12,glose,Non, Non,,0,1,0,0,1,0,0,0
,es,ø,es,es,ø,es,es,ø,12,glose,Non, Non,,2,0,2,2,0,2,2,0
,se,se,ø,se,se,se,se,ø,12,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,ø,ø,dellos,ø,ø,ø,12,glose,Non, Non,,0,0,0,0,1,0,0,0
,todos,ø,todos,todos,todos,todos,todos,ø,12,glose,Non, Non,,1,0,1,1,1,1,1,0
,con,ø,con,con,ø,con,con,ø,12,glose,Non, Non,,2,0,2,2,0,2,2,0
,e,e,ø,e,ø,e,e,ø,12,glose,Non, Non,,2,2,0,2,0,2,2,0
,con,con,con,con,ø,con,con,ø,12,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,bien,ø,ø,ø,ø,ø,12,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,ø,ø,ø,que,ø,ø,12,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,Et,Et,ø,Et,ø,ø,ø,12,glose,Non, Non,,0,1,1,0,1,0,0,0
,ellos,ellos,ø,ellos,ellos,ellos,ellos,ø,12,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,ø,ø,e,ø,ø,ø,12,glose,Non, Non,,0,0,0,0,1,0,0,0
,los,los,los,ø,los,ø,los,ø,12,glose,Non, Non,,1,1,1,0,1,0,1,0
,perder,perder,perder,perder,perder,ø,perder,ø,12,glose,Non, Non,,1,1,1,1,1,0,1,0
,todas,ø,todas,todas,ø,todas,todas,ø,12,glose,Non, Non,,2,0,2,2,0,2,2,0
,pos,pos,pos,pos,pos,dellos,ø,ø,12,glose,Non, Non,,1,1,1,1,1,3,0,0
,dellos,ellos,dellos,ellos,dellos,ø,dellos,ø,12,glose,Non, Non,,1,3,1,3,1,0,1,0
,ø,Et,Et,ø,Et,Et,ø,ø,12,glose,Non, Non,,0,1,1,0,1,1,0,0
,ø,ø,ø,ø,enxenplo,iii°,ø,ø,12,glose,Non, Non,,0,0,0,0,3,1,0,0
,ø,ø,ø,ø,ø,çientos,ø,ø,12,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,lx,seysçientos,ø,seysçientos,ø,ø,ø,12,glose,Non, Non,,0,1,2,0,2,0,0,0
,ø,ø,ø,ø,cavallero,ø,ø,ø,12,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,que,que,ø,que,ø,que,ø,12,glose,Non, Non,,0,1,1,0,1,0,1,0
,ø,ø,ø,él,que,el,ø,ø,12,glose,Non, Non,,0,0,0,2,1,4,0,0
,que,que,ø,que,que,que,que,ø,12,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,ø,que,ø,que,ø,ø,12,glose,Non, Non,,0,0,0,2,0,2,0,0
,ø,que,que,que,que,que,que,ø,12,glose,Non, Non,,0,1,1,1,1,1,1,0
,Ca,ø,a,a,a,a,a,ø,12,glose,Non, Non,,3,0,1,1,1,1,1,0
,ellos,ellos,ellos,ellos,ø,ellos,ellos,ø,12,glose,Non, Non,,2,2,2,2,0,2,2,0
,a,a,,a,ø,a,a,ø,12,glose,Non, Non,,2,2,2,2,0,2,2,0
,muy,ø,muy,muy,ø,muy,muy,ø,12,glose,Non, Non,,2,0,2,2,0,2,2,0
,bien,bien,ø,bien,bien,bien,bien,ø,12,glose,Non, Non,,1,1,0,1,1,1,1,0
,ø,non,ø,ø,non,non,ø,ø,12,glose,Non, Non,,0,1,0,0,1,1,0,0
,ø,de,de,de,de,mejor,de,ø,13,,Non, Non,,0,3,3,3,3,1,3,0
,ø,ø,ø,ø,ferir,ø,ø,ø,13,,Non, Non,,0,0,0,0,1,0,0,0
,ferir,ferir,ferir,ferir,ø,ferir,ferir,ø,13,,Non, Non,,2,2,2,2,0,2,2,0
,de,ø,ø,de,ø,ø,de,ø,13,,Non, Non,,2,0,0,2,0,0,2,0
,las,ø,las,ø,ø,ø,las,ø,13,,Non, Non,,2,0,2,0,0,0,2,0
,ø,ø,ø,ø,ø,E,ø,ø,13,traduction,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,este,este,el,este,este,ø,13,traduction,Non, Non,,0,0,1,1,3,1,1,0
,ø,ø,ø,ø,ferir,ø,ø,ø,13,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ferir,ø,feryr,ferir,ø,ferir,ferir,ø,13,traduction,Non, Non,,3,0,1,3,0,3,3,0
,de,ø,de,de,ø,de,de,ø,13,traduction,Non, Non,,2,0,2,2,0,2,2,0
,las,las,las,las,las,ø,las,ø,13,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,fuerte,ø,ø,ø,13,traduction,Non, Non,,0,0,0,0,1,0,0,0
,ø,que,ø,ø,que,ø,ø,ø,13,traduction,Non, Non,,0,1,0,0,1,0,0,0
,de,de,de,de,de,ø,de,ø,13,traduction,Non, Non,,1,1,1,1,1,0,1,0
,feriendo,ø,feriendo,firiendo,ø,firiendo,feriendo,ø,13,traduction,Non, Non,,2,0,2,3,0,3,2,0
,ø,firiendo,ø,ø,firiendo,ø,ø,ø,13,traduction,Non, Non,,0,1,0,0,1,0,0,0
,se,ø,ø,ø,ø,ø,se,ø,13,traduction,Non, Non,,2,0,0,0,0,0,2,0
,que,que,que,que,ø,ø,que,ø,13,traduction,Non, Non,,2,2,2,2,0,0,2,0
,ø,los,los,los,los,los,los,ø,13,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,non,ø,ø,ø,ø,non,ø,13,traduction,Non, Non,,0,2,0,0,0,0,2,0
,ø,ø,ø,ø,ø,ø,las,ø,13,traduction,Non, Non,,0,0,0,0,0,0,2,0
,ø,a,a,a,a,a,a,ø,13,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,mucho,ø,ø,ø,ø,ø,13,traduction,Non, Non,,0,0,2,0,0,0,0,0
,es,ø,e,es,es,es,es,ø,13,traduction,Non, Non,,3,0,1,3,3,3,3,0
,ø,de,de,de,de,de,de,ø,13,traduction,Non, Non,,0,1,1,1,1,1,1,0
,mas,ø,ø,ø,ø,ø,mas,ø,13,traduction,Non, Non,,2,0,0,0,0,0,2,0
,ø,a,a,a,a,a,a,ø,13,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,en,en,en,en,en,en,ø,13,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,de,ø,ø,ø,ø,ø,13,traduction,Non, Non,,0,0,2,0,0,0,0,0
,el,el,el,el,el,el,ø,ø,13,glose,Non, Non,,1,1,1,1,1,1,0,0
,ø,ø,ø,ø,dos,ø,ø,ø,13,glose,Non, Non,,0,0,0,0,1,0,0,0
,de,de,de,de,de,ø,de,ø,13,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,usar,ø,ø,usar,ø,ø,ø,13,glose,Non, Non,,0,1,0,0,1,0,0,0
,muy,muy,ø,muy,muy,muy,muy,ø,13,glose,Non, Non,,1,1,0,1,1,1,1,0
,que,que,que,que,que,que,ø,ø,13,glose,Non, Non,,1,1,1,1,1,1,0,0
,ø,los,les,les,les,les,les,ø,13,glose,Non, Non,,0,3,1,1,1,1,1,0
,los,ø,ø,ø,ø,ø,los,ø,13,glose,Non, Non,,2,0,0,0,0,0,2,0
,ø,en,en,en,en,en,en,ø,13,glose,Non, Non,,0,1,1,1,1,1,1,0
,le,ø,le,le,e,ø,le,ø,13,glose,Non, Non,,2,0,2,2,1,0,2,0
,ø,a,ø,ø,a,ø,ø,ø,13,glose,Non, Non,,0,1,0,0,1,0,0,0
,que,que,ø,ø,ø,que,ø,ø,13,glose,Non, Non,,2,2,0,0,0,2,0,0
,ø,ø,ø,ø,ø,ø,le,ø,13,glose,Non, Non,,0,0,0,0,0,0,2,0
,ø,ø,ø,ø,ø,ø,lo,ø,13,glose,Non, Non,,0,0,0,0,0,0,2,0
,que,que,que,ø,ø,que,ø,ø,13,glose,Non, Non,,2,2,2,0,0,2,0,0
,les,ø,ø,les,ø,ø,ø,ø,13,glose,Non, Non,,2,0,0,2,0,0,0,0
,ø,ø,ø,los,ø,ø,ø,ø,13,glose,Non, Non,,0,0,0,2,0,0,0,0
,ø,ø,de,de,de,de,de,ø,13,glose,Non, Non,,0,0,1,1,1,1,1,0
,ø,a,a,a,ø,a,a,ø,13,glose,Non, Non,,0,2,2,2,0,2,2,0
,ø,ø,ø,ma,ø,ø,ø,ø,13,glose,Non, Non,,0,0,0,2,0,0,0,0
,ø,e,e,e,e,ø,e,ø,13,glose,Non, Non,,0,1,1,1,1,0,1,0
